id,connector_id,table_name,tablespace_name,num_rows,size_rows_bytes,is_partitioned
164,37,connections,public,18.0,8192.0,False
165,37,jobs,public,2.0,32768.0,False
166,37,lineitem_partitioned,public,0.0,0.0,True
167,37,shipdate_1992,public,0.0,0.0,False
168,37,shipdate_1994,public,0.0,0.0,False
169,37,shipdate_1995,public,0.0,0.0,False
170,37,shipdate_1996,public,0.0,0.0,False
171,37,shipdate_1997,public,0.0,0.0,False
172,37,shipdate_1998,public,0.0,0.0,False
173,37,extended_connections,public,0.0,8192.0,False
174,37,objects,public,0.0,8192.0,False
175,37,_exec,public,0.0,0.0,False
176,37,national,public,0.0,8192.0,False
177,37,shipdate_1993,public,0.0,0.0,False
178,37,performance_logger,public,0.0,0.0,False
179,37,testitem,public,0.0,0.0,False
180,37,logger,public,0.0,8192.0,False
181,37,region,public,0.0,8192.0,False
9678,46,Retailers,company,12279998.0,1227999800.0,False
9679,46,Visitors,company,12279996.0,1227999600.0,False
9680,46,customer,company,19999.0,1999900.0,False
105,6,customer,company,19999.0,1999900.0,False
106,6,product,company,19999.0,1999900.0,False
9681,46,product,company,19999.0,1999900.0,False
9682,46,Test,company,49999.0,4999900.0,False
9683,46,Customers,company,12279998.0,1227999800.0,False
9632,67,export,public,949215.0,93011968.0,False
9633,67,part,public,186308.0,33562624.0,False
9634,67,customer,public,136943.0,29368320.0,False
9635,67,metadata,public,542.0,73728.0,False
9636,67,logger,public,291.0,114688.0,False
9637,67,objects,public,82.0,8192.0,False
9638,67,connections,public,39.0,8192.0,False
9639,67,nation,public,25.0,8192.0,False
9640,67,extended_connections,public,7.0,8192.0,False
9641,67,jobs,public,6.0,65536.0,False
9642,67,shipdate_1996,public,0.0,0.0,False
9643,67,shipdate_1997,public,0.0,0.0,False
9644,67,shipdate_1998,public,0.0,0.0,False
9645,67,_exec,public,0.0,0.0,False
9646,67,national,public,0.0,8192.0,False
9647,67,shipdate_1993,public,0.0,0.0,False
9648,67,performance_logger,public,0.0,0.0,False
9649,67,testitem,public,0.0,0.0,False
9650,67,region,public,0.0,8192.0,False
9651,67,lineitem_partitioned,public,0.0,0.0,True
9652,67,shipdate_1992,public,0.0,0.0,False
9653,67,shipdate_1994,public,0.0,0.0,False
9654,67,shipdate_1995,public,0.0,0.0,False
7949,40,LOGMNR_SESSION_EVOLVE$,SYSAUX,0.0,0.0,False
7950,40,LOGMNR_GLOBAL$,SYSAUX,0.0,0.0,False
7951,40,LOGMNR_PDB_INFO$,SYSAUX,0.0,0.0,False
7952,40,LOGMNR_DID$,SYSAUX,0.0,0.0,False
7808,61,LOGMNR_SESSION_EVOLVE$,SYSAUX,0.0,0.0,False
7809,61,LOGMNR_GLOBAL$,SYSAUX,0.0,0.0,False
7810,61,LOGMNR_PDB_INFO$,SYSAUX,0.0,0.0,False
7811,61,LOGMNR_DID$,SYSAUX,0.0,0.0,False
7812,61,LOGMNR_UID$,SYSAUX,0.0,0.0,False
